plan_id,timestamp,symbol,regime,agent,action,confidence,target_weight,reason,is_winner
f6f248a2,2026-03-15T15:11:29+00:00,MSFT,choppy,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
f6f248a2,2026-03-15T15:11:29+00:00,MSFT,choppy,BuffettAgent,HOLD,0.55,0.0,Buffett screen not strong enough,
f6f248a2,2026-03-15T15:11:29+00:00,MSFT,choppy,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,
f6f248a2,2026-03-15T15:11:29+00:00,SPY,choppy,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
f6f248a2,2026-03-15T15:11:29+00:00,SPY,choppy,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
f6f248a2,2026-03-15T15:11:29+00:00,SPY,choppy,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
beba62f3,2026-04-29T17:06:22+00:00,AAPL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
beba62f3,2026-04-29T17:06:22+00:00,AAPL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
beba62f3,2026-04-29T17:06:22+00:00,AAPL,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
beba62f3,2026-04-29T17:06:22+00:00,AAPL,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=61.1),
beba62f3,2026-04-29T17:06:23+00:00,MSFT,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
beba62f3,2026-04-29T17:06:23+00:00,MSFT,bull,BuffettAgent,HOLD,0.55,0.0,Buffett screen not strong enough,
beba62f3,2026-04-29T17:06:23+00:00,MSFT,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,
beba62f3,2026-04-29T17:06:23+00:00,MSFT,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=72.1),
beba62f3,2026-04-29T17:06:23+00:00,SPY,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
beba62f3,2026-04-29T17:06:23+00:00,SPY,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
beba62f3,2026-04-29T17:06:23+00:00,SPY,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
beba62f3,2026-04-29T17:06:23+00:00,SPY,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=75.2),
6af532de,2026-04-29T17:13:55+00:00,AAPL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
6af532de,2026-04-29T17:13:55+00:00,AAPL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
6af532de,2026-04-29T17:13:55+00:00,AAPL,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
6af532de,2026-04-29T17:13:55+00:00,AAPL,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=60.7),
6af532de,2026-04-29T17:13:55+00:00,AAPL,bull,MacroAgent,HOLD,0.4,0.0,Macro MIXED: risk_on=1 risk_off=0,
6af532de,2026-04-29T17:13:55+00:00,AAPL,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=14.9, bull=True)",
6af532de,2026-04-29T17:13:56+00:00,MSFT,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
6af532de,2026-04-29T17:13:56+00:00,MSFT,bull,BuffettAgent,HOLD,0.55,0.0,Buffett screen not strong enough,
6af532de,2026-04-29T17:13:56+00:00,MSFT,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,
6af532de,2026-04-29T17:13:56+00:00,MSFT,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=72.0),
6af532de,2026-04-29T17:13:56+00:00,MSFT,bull,MacroAgent,HOLD,0.4,0.0,Macro MIXED: risk_on=1 risk_off=0,
6af532de,2026-04-29T17:13:56+00:00,MSFT,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=50.4, bull=False)",
6af532de,2026-04-29T17:13:56+00:00,SPY,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
6af532de,2026-04-29T17:13:56+00:00,SPY,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
6af532de,2026-04-29T17:13:56+00:00,SPY,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
6af532de,2026-04-29T17:13:56+00:00,SPY,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=74.9),
6af532de,2026-04-29T17:13:56+00:00,SPY,bull,MacroAgent,HOLD,0.4,0.0,Macro MIXED: risk_on=1 risk_off=0,
6af532de,2026-04-29T17:13:56+00:00,SPY,bull,TrendFollowingAgent,BUY,0.8,0.1,TrendFollow BUY: MAs alignées + ADX=43.1 + mom20=9.10%,
54eb6ef3,2026-04-30T18:43:44+00:00,AAPL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
54eb6ef3,2026-04-30T18:43:44+00:00,AAPL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
54eb6ef3,2026-04-30T18:43:44+00:00,AAPL,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
54eb6ef3,2026-04-30T18:43:44+00:00,AAPL,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=63.6),
54eb6ef3,2026-04-30T18:43:44+00:00,AAPL,bull,MacroAgent,HOLD,0.4,0.0,Macro MIXED: risk_on=1 risk_off=0,
54eb6ef3,2026-04-30T18:43:44+00:00,AAPL,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=15.9, bull=True)",
54eb6ef3,2026-04-30T18:43:45+00:00,SPY,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
54eb6ef3,2026-04-30T18:43:45+00:00,SPY,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
54eb6ef3,2026-04-30T18:43:45+00:00,SPY,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
54eb6ef3,2026-04-30T18:43:45+00:00,SPY,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=80.6),
54eb6ef3,2026-04-30T18:43:45+00:00,SPY,bull,MacroAgent,HOLD,0.4,0.0,Macro MIXED: risk_on=1 risk_off=0,
54eb6ef3,2026-04-30T18:43:45+00:00,SPY,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=45.5 + mom20=9.68%,
a22f7cda,2026-06-03T18:04:53+00:00,AAPL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
a22f7cda,2026-06-03T18:04:53+00:00,AAPL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
a22f7cda,2026-06-03T18:04:53+00:00,AAPL,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
a22f7cda,2026-06-03T18:04:53+00:00,AAPL,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=62.6),
a22f7cda,2026-06-03T18:04:53+00:00,AAPL,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.20% GLD=-12.57% TLT=-2.83%,
a22f7cda,2026-06-03T18:04:53+00:00,AAPL,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=76.1 + mom20=8.95%,
a22f7cda,2026-06-03T18:04:54+00:00,SPY,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
a22f7cda,2026-06-03T18:04:54+00:00,SPY,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
a22f7cda,2026-06-03T18:04:54+00:00,SPY,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
a22f7cda,2026-06-03T18:04:54+00:00,SPY,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=63.1),
a22f7cda,2026-06-03T18:04:54+00:00,SPY,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.20% GLD=-12.57% TLT=-2.83%,
a22f7cda,2026-06-03T18:04:54+00:00,SPY,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=35.6 + mom20=4.39%,
8248e232,2026-06-03T18:12:30+00:00,AAPL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
8248e232,2026-06-03T18:12:30+00:00,AAPL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
8248e232,2026-06-03T18:12:30+00:00,AAPL,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
8248e232,2026-06-03T18:12:30+00:00,AAPL,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=62.6),
8248e232,2026-06-03T18:12:30+00:00,AAPL,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.18% GLD=-12.61% TLT=-2.83%,
8248e232,2026-06-03T18:12:30+00:00,AAPL,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=76.1 + mom20=8.97%,
8248e232,2026-06-03T18:12:30+00:00,AAPL,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.087% trop faible,
8248e232,2026-06-03T18:12:30+00:00,AAPL,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=1.25 (seuil=2.0),
8248e232,2026-06-03T18:12:30+00:00,AAPL,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.03 | z=-0.63 | mom5=-1.6%,
8248e232,2026-06-03T18:12:32+00:00,SPY,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,
8248e232,2026-06-03T18:12:32+00:00,SPY,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),
8248e232,2026-06-03T18:12:32+00:00,SPY,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,
8248e232,2026-06-03T18:12:32+00:00,SPY,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=62.9),
8248e232,2026-06-03T18:12:32+00:00,SPY,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.17% GLD=-12.61% TLT=-2.83%,
8248e232,2026-06-03T18:12:32+00:00,SPY,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=35.6 + mom20=4.37%,
8248e232,2026-06-03T18:12:32+00:00,SPY,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,
8248e232,2026-06-03T18:12:32+00:00,SPY,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=-1.86 (seuil=2.0),
8248e232,2026-06-03T18:12:32+00:00,SPY,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.03 | z=-0.63 | mom5=-1.6%,
ecc7611b,2026-06-04T06:05:43+00:00,AAPL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
ecc7611b,2026-06-04T06:05:43+00:00,AAPL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),False
ecc7611b,2026-06-04T06:05:43+00:00,AAPL,bull,CitadelAgent,BUY,0.8,0.12,Citadel v2: trend + momentum + volume,True
ecc7611b,2026-06-04T06:05:43+00:00,AAPL,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=64.0),False
ecc7611b,2026-06-04T06:05:43+00:00,AAPL,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,False
ecc7611b,2026-06-04T06:05:43+00:00,AAPL,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=76.1 + mom20=9.28%,False
ecc7611b,2026-06-04T06:05:43+00:00,AAPL,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.087% trop faible,False
ecc7611b,2026-06-04T06:05:43+00:00,AAPL,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=1.29 (seuil=2.0),False
ecc7611b,2026-06-04T06:05:43+00:00,AAPL,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.06 | z=-0.62 | mom5=-1.4%,False
ecc7611b,2026-06-04T06:05:45+00:00,SPY,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
ecc7611b,2026-06-04T06:05:45+00:00,SPY,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),False
ecc7611b,2026-06-04T06:05:45+00:00,SPY,bull,CitadelAgent,BUY,0.8500000000000001,0.12,Citadel v2: trend + momentum + volume,True
ecc7611b,2026-06-04T06:05:45+00:00,SPY,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=61.5),False
ecc7611b,2026-06-04T06:05:45+00:00,SPY,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,False
ecc7611b,2026-06-04T06:05:45+00:00,SPY,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=35.6 + mom20=4.21%,False
ecc7611b,2026-06-04T06:05:45+00:00,SPY,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
ecc7611b,2026-06-04T06:05:45+00:00,SPY,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=-1.89 (seuil=2.0),False
ecc7611b,2026-06-04T06:05:45+00:00,SPY,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.06 | z=-0.62 | mom5=-1.4%,False
78ba1154,2026-06-04T06:20:11+00:00,AAPL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
78ba1154,2026-06-04T06:20:11+00:00,AAPL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),False
78ba1154,2026-06-04T06:20:11+00:00,AAPL,bull,CitadelAgent,BUY,0.8,0.12,Citadel v2: trend + momentum + volume,True
78ba1154,2026-06-04T06:20:11+00:00,AAPL,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=64.0),False
78ba1154,2026-06-04T06:20:11+00:00,AAPL,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,False
78ba1154,2026-06-04T06:20:11+00:00,AAPL,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=76.1 + mom20=9.28%,False
78ba1154,2026-06-04T06:20:11+00:00,AAPL,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.087% trop faible,False
78ba1154,2026-06-04T06:20:11+00:00,AAPL,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=1.29 (seuil=2.0),False
78ba1154,2026-06-04T06:20:11+00:00,AAPL,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.06 | z=-0.62 | mom5=-1.4%,False
78ba1154,2026-06-04T06:20:13+00:00,SPY,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
78ba1154,2026-06-04T06:20:13+00:00,SPY,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),False
78ba1154,2026-06-04T06:20:13+00:00,SPY,bull,CitadelAgent,BUY,0.8500000000000001,0.12,Citadel v2: trend + momentum + volume,True
78ba1154,2026-06-04T06:20:13+00:00,SPY,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=61.5),False
78ba1154,2026-06-04T06:20:13+00:00,SPY,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,False
78ba1154,2026-06-04T06:20:13+00:00,SPY,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=35.6 + mom20=4.21%,False
78ba1154,2026-06-04T06:20:13+00:00,SPY,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
78ba1154,2026-06-04T06:20:13+00:00,SPY,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=-1.89 (seuil=2.0),False
78ba1154,2026-06-04T06:20:13+00:00,SPY,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.06 | z=-0.62 | mom5=-1.4%,False
78ba1154,2026-06-04T06:20:15+00:00,QQQ,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
78ba1154,2026-06-04T06:20:15+00:00,QQQ,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
78ba1154,2026-06-04T06:20:15+00:00,QQQ,bull,CitadelAgent,BUY,0.8500000000000001,0.12,Citadel v2: trend + momentum + volume,False
78ba1154,2026-06-04T06:20:15+00:00,QQQ,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=70.6),False
78ba1154,2026-06-04T06:20:15+00:00,QQQ,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,False
78ba1154,2026-06-04T06:20:15+00:00,QQQ,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=36.2 + mom20=9.18%,False
78ba1154,2026-06-04T06:20:15+00:00,QQQ,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
78ba1154,2026-06-04T06:20:15+00:00,QQQ,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
78ba1154,2026-06-04T06:20:15+00:00,QQQ,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.06 | z=-0.62 | mom5=-1.4%,False
78ba1154,2026-06-04T06:20:16+00:00,NVDA,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
78ba1154,2026-06-04T06:20:16+00:00,NVDA,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),False
78ba1154,2026-06-04T06:20:16+00:00,NVDA,bull,CitadelAgent,BUY,0.8,0.12,Citadel v2: trend + momentum + volume,True
78ba1154,2026-06-04T06:20:16+00:00,NVDA,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=41.7),False
78ba1154,2026-06-04T06:20:16+00:00,NVDA,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,False
78ba1154,2026-06-04T06:20:16+00:00,NVDA,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=23.9, bull=False)",False
78ba1154,2026-06-04T06:20:16+00:00,NVDA,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.116% trop faible,False
78ba1154,2026-06-04T06:20:16+00:00,NVDA,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
78ba1154,2026-06-04T06:20:16+00:00,NVDA,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.06 | z=-0.62 | mom5=-1.4%,False
78ba1154,2026-06-04T06:20:18+00:00,MSFT,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
78ba1154,2026-06-04T06:20:18+00:00,MSFT,bull,BuffettAgent,HOLD,0.55,0.0,Buffett screen not strong enough,False
78ba1154,2026-06-04T06:20:18+00:00,MSFT,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
78ba1154,2026-06-04T06:20:18+00:00,MSFT,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=59.9),False
78ba1154,2026-06-04T06:20:18+00:00,MSFT,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,True
78ba1154,2026-06-04T06:20:18+00:00,MSFT,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=25.9, bull=False)",False
78ba1154,2026-06-04T06:20:18+00:00,MSFT,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.213% trop faible,False
78ba1154,2026-06-04T06:20:18+00:00,MSFT,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
78ba1154,2026-06-04T06:20:18+00:00,MSFT,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.06 | z=-0.62 | mom5=-1.4%,False
78ba1154,2026-06-04T06:20:20+00:00,GOOGL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
78ba1154,2026-06-04T06:20:20+00:00,GOOGL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
78ba1154,2026-06-04T06:20:20+00:00,GOOGL,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
78ba1154,2026-06-04T06:20:20+00:00,GOOGL,bull,MeanReversionAgent,BUY,0.9,0.08,MeanRev BUY: RSI=14.2 + below Bollinger,False
78ba1154,2026-06-04T06:20:20+00:00,GOOGL,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,False
78ba1154,2026-06-04T06:20:20+00:00,GOOGL,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=27.1, bull=False)",False
78ba1154,2026-06-04T06:20:20+00:00,GOOGL,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: ex-date dans 4j (hors fenêtre),False
78ba1154,2026-06-04T06:20:20+00:00,GOOGL,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
78ba1154,2026-06-04T06:20:20+00:00,GOOGL,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.06 | z=-0.62 | mom5=-1.4%,False
78ba1154,2026-06-04T06:20:22+00:00,META,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
78ba1154,2026-06-04T06:20:22+00:00,META,bull,BuffettAgent,HOLD,0.55,0.0,Buffett screen not strong enough,False
78ba1154,2026-06-04T06:20:22+00:00,META,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
78ba1154,2026-06-04T06:20:22+00:00,META,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=52.8),False
78ba1154,2026-06-04T06:20:22+00:00,META,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,True
78ba1154,2026-06-04T06:20:22+00:00,META,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=22.7, bull=False)",False
78ba1154,2026-06-04T06:20:22+00:00,META,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: ex-date dans 11j (hors fenêtre),False
78ba1154,2026-06-04T06:20:22+00:00,META,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
78ba1154,2026-06-04T06:20:22+00:00,META,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.06 | z=-0.62 | mom5=-1.4%,False
78ba1154,2026-06-04T06:20:23+00:00,JPM,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
78ba1154,2026-06-04T06:20:23+00:00,JPM,bull,BuffettAgent,BUY,0.7,0.1,Buffett screen passed (stable + trend + near-high),True
78ba1154,2026-06-04T06:20:23+00:00,JPM,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
78ba1154,2026-06-04T06:20:23+00:00,JPM,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=50.7),False
78ba1154,2026-06-04T06:20:23+00:00,JPM,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=11.01% GLD=-12.50% TLT=-2.80%,False
78ba1154,2026-06-04T06:20:23+00:00,JPM,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=27.8, bull=False)",False
78ba1154,2026-06-04T06:20:23+00:00,JPM,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: ex-date dans 32j (hors fenêtre),False
78ba1154,2026-06-04T06:20:23+00:00,JPM,bull,PairsTradingAgent,BUY,0.7644,0.08,PairsTrading BUY: JPM sous-évalué vs GS | z=-2.29,False
